Quote,Author,Tags,Authors_info,Wikipedia_link
To disarm the people... was the best and most effectual way to enslave them.,George Mason,"Strength, Peace, Gun ","George Mason University (GMU, Mason, or George Mason) is a public research university in Fairfax County, Virginia.",https://en.wikipedia.org/wiki/George_Mason_University
"Today a reader, tomorrow a leader.",Margaret Fuller,"Inspirational, Happiness, Leadership ","Sarah Margaret Fuller Ossoli (May 23, 1810 – July 19, 1850), commonly known as Margaret Fuller, was an American journalist, editor, critic, and women's rights advocate associated with the American transcendentalism movement.",https://en.wikipedia.org/wiki/Margaret_Fuller
It's better to be a lion for a day than a sheep all your life.,Elizabeth Kenny,"Life, Being Strong, Wisdom ",Elizabeth Kenny (20 September 1880 – 30 November 1952) was a self trained Australian Bush nurse who developed a controversial new approach for  treating victims of poliomyelitis.,https://en.wikipedia.org/wiki/Elizabeth_Kenny
"A dream doesn't become reality through magic; it takes sweat, determination and hard work.",Colin Powell,"Motivational, Dream, Determination ","Colin Luther Powell (; born April 5, 1937) is an American statesman and a retired four-star general in the United States Army.",https://en.wikipedia.org/wiki/Colin_Powell
"Resolution One: I will live for God. Resolution Two: If no one else does, I still will.",Jonathan Edwards,"Happy, God, New Year ",Jonathan Edwards may refer to:,https://en.wikipedia.org/wiki/Jonathan_Edwards
"Do not be embarrassed by your failures, learn from them and start again.",Richard Branson,"Inspirational, Success, Business ","Sir Richard Charles Nicholas Branson (born 18 July 1950) is an English business magnate, investor, author and philanthropist.",https://en.wikipedia.org/wiki/Richard_Branson
"Everyone should be respected as an individual, but no one idolized.",Albert Einstein,"Inspirational, Respect, Idols ","Albert Einstein (; German: [ˈalbɛɐ̯t ˈʔaɪnʃtaɪn] (listen); 14 March 1879 – 18 April 1955) was a German-born theoretical physicist who developed the theory of relativity, one of the two pillars of modern physics (alongside quantum mechanics).",https://en.wikipedia.org/wiki/Albert_Einstein
"Fear is the main source of superstition, and one of the main sources of cruelty. To conquer fear is the beginning of wisdom.",Bertrand Russell,"Inspirational, Motivational, Fear ","Bertrand Arthur William Russell, 3rd Earl Russell,  (; 18 May 1872 – 2 February 1970) was a British philosopher, logician, mathematician, historian, writer, social critic, political activist, and Nobel laureate.",https://en.wikipedia.org/wiki/Bertrand_Russell
Tell me and I forget. Teach me and I remember. Involve me and I learn.,Xun Kuang,"Inspiring, Leadership, Teacher ","Xun Kuang (; Chinese: 荀況; pinyin: Xún Kuàng [ɕy̌n kʰwâŋ]; c. 310 – c. 235 BC, alt. c. 314 – c. 217 BC), also widely known as Xunzi (; Chinese: 荀子; pinyin: Xúnzǐ; Wade–Giles: Hsün-tzu, ""Master Xun""), was a Chinese Confucian philosopher who lived during the Warring States period and contributed to the Hundred Schools of Thought.",https://en.wikipedia.org/wiki/Xun_Kuang
"The more you like yourself, the less you are like anyone else, which makes you unique.",Walt Disney,"Inspirational, Life, Self Esteem ","The Walt Disney World Resort, also called Walt Disney World and Disney World, is an entertainment complex in Bay Lake and Lake Buena Vista, Florida, in the United States, near the cities Orlando and Kissimmee.",https://en.wikipedia.org/wiki/Walt_Disney_World
"If there is no struggle, there is no progress.",Frederick Douglass,"Inspirational, Change, Moving On ","Frederick Douglass (born Frederick Augustus Washington Bailey; c. February 1818 – February 20, 1895) was an American social reformer, abolitionist, orator, writer, and statesman.",https://en.wikipedia.org/wiki/Frederick_Douglass
Our worst days are never so bad that you are beyond the reach of God's grace. And your best days are never so good that you are beyond the need of God's grace.,Jerry Bridges,"God, Bridges, Grace ","Jerry Bridges (December 4, 1929 – March 6, 2016) was an  evangelical Christian author, speaker and staff member of  The Navigators.",https://en.wikipedia.org/wiki/Jerry_Bridges
"If more of us valued food and cheer and song above hoarded gold, it would be a merrier world.",J. R. R. Tolkien,"Life, Change, Happiness ","John Ronald Reuel Tolkien,  (, ROOL TOL-keen; 3 January 1892 – 2 September 1973) was an English writer, poet, philologist, and university professor who is best known as the author of the classic high fantasy works The Hobbit, The Lord of the Rings, and The Silmarillion.",https://en.wikipedia.org/wiki/J._R._R._Tolkien
Whoever would overthrow the liberty of a nation must begin by subduing the freeness of speech.,Benjamin Franklin,"Freedom, Independent, Science ","Benjamin Franklin  (January 17, 1706 [O.S. January 6, 1705] –  April 17, 1790) was an American polymath and one of the Founding Fathers of the United States.",https://en.wikipedia.org/wiki/Benjamin_Franklin
"Don't aim for success if you want it; just do what you love and believe in, and it will come naturally.",David Frost,"Love, Success, Encouraging ","Sir David Paradine Frost  (7 April 1939 – 31 August 2013) was an English television host, media personality, journalist, comedian, and writer.",https://en.wikipedia.org/wiki/David_Frost
Nothing will work unless you do.,Maya Angelou,"Inspirational, Motivational, Moving On ","Maya Angelou ( (listen); born Marguerite Annie Johnson; April 4, 1928 – May 28, 2014) was an American poet, singer, memoirist, and civil rights activist.",https://en.wikipedia.org/wiki/Maya_Angelou
Success consists of going from failure to failure without loss of enthusiasm.,Winston Churchill,"Inspirational, Life, Motivational ","Sir Winston Leonard Spencer-Churchill  (30 November 1874 – 24 January 1965) was a British politician, army officer, and writer, who was Prime Minister of the United Kingdom from 1940 to 1945 and again from 1951 to 1955. As Prime Minister, Churchill led Britain to victory in Europe in the Second World War.",https://en.wikipedia.org/wiki/Winston_Churchill
The hunger for love is much more difficult to remove than the hunger for bread.,Mother Teresa,"Love, Life, Positive ","Mary Teresa Bojaxhiu commonly called Mother Teresa, and known in the Roman Catholic Church as Saint Teresa of Calcutta (born Anjezë Gonxhe Bojaxhiu, Albanian: [aˈɲɛzə ˈɡɔndʒɛ bɔjaˈdʒiu]; 26 August 1910 – 5 September 1997), was an Albanian-Indian Roman Catholic nun and missionary.",https://en.wikipedia.org/wiki/Mother_Teresa
Love yourself. It is important to stay positive because beauty comes from the inside out.,Jenn Proske,"Love, Loving Yourself, Stay Positive ","Jennifer Proske (born August 8, 1987) is a Canadian American actress, best known for portraying Becca Crane in the film Vampires Suck.",https://en.wikipedia.org/wiki/Jenn_Proske
"There are no secrets to success. It is the result of preparation, hard work, and learning from failure.",Colin Powell,"Inspirational, Life, Motivational ","Colin Luther Powell (; born April 5, 1937) is an American statesman and a retired four-star general in the United States Army.",https://en.wikipedia.org/wiki/Colin_Powell
Be faithful in small things because it is in them that your strength lies.,Mother Teresa,"Inspirational, Life, Motivational ","Mary Teresa Bojaxhiu commonly called Mother Teresa, and known in the Roman Catholic Church as Saint Teresa of Calcutta (born Anjezë Gonxhe Bojaxhiu, Albanian: [aˈɲɛzə ˈɡɔndʒɛ bɔjaˈdʒiu]; 26 August 1910 – 5 September 1997), was an Albanian-Indian Roman Catholic nun and missionary.",https://en.wikipedia.org/wiki/Mother_Teresa
"Life's most persistent and urgent question is, 'What are you doing for others?'","Martin Luther King, Jr.","Inspirational, Life, Motivational ","Martin Luther King Jr. (January 15, 1929 – April 4, 1968) was an American Baptist minister and activist who became the most visible spokesperson and leader in the civil rights movement from 1954 until his assassination in 1968. Born in Atlanta, King is best known for advancing civil rights through nonviolence and civil disobedience, tactics his Christian beliefs and the nonviolent activism of Mahatma Gandhi helped inspire.",https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.
There is no greater happiness for a man than approaching a door at the end of a day knowing someone on the other side of that door is waiting for the sound of his footsteps.,Ronald Reagan,"Love, Marriage, Wedding ","Ronald Wilson Reagan (; February 6, 1911 – June 5, 2004) was an American politician who served as the 40th president of the United States from 1981 to 1989. Prior to his presidency, he was a Hollywood actor and union leader before serving as the 33rd governor of California from 1967 to 1975.",https://en.wikipedia.org/wiki/Ronald_Reagan
Underlying most arguments against the free market is a lack of belief in freedom itself.,Milton Friedman,"Freedom, Liberty, Libertarian ","Milton Friedman (; July 31, 1912 – November 16, 2006) was an American economist who received the 1976 Nobel Memorial Prize in Economic Sciences for his research on consumption analysis, monetary history and theory and the complexity of stabilization policy.",https://en.wikipedia.org/wiki/Milton_Friedman
I hear and I forget. I see and I remember. I do and I understand.,Confucius,"Inspirational, Motivational, Positive ","Confucius ( kən-FEW-shəs; 551–479 BC) was a Chinese teacher, editor, politician, and philosopher of the Spring and Autumn period of Chinese history.",https://en.wikipedia.org/wiki/Confucius
"It happens to everyone as they grow up. You find out who you are and what you want, and then you realize that people you've known forever don't see things the way you do. So you keep the wonderful memories, but find yourself moving on.",Nicholas Sparks,"Moving On, Growing Up, Memories ","Nicholas Charles Sparks (born December 31, 1965) is an American romance novelist and screenwriter. He has published twenty novels and two non-fiction books.",https://en.wikipedia.org/wiki/Nicholas_Sparks
An intelligent hell would be better than a stupid paradise.,Victor Hugo,"Art, Philosophy, Crazy ","Victor Marie Hugo (French: [viktɔʁ maʁi yɡo] (listen); 26 February 1802 – 22 May 1885) was a French poet, novelist, and dramatist of the Romantic movement.",https://en.wikipedia.org/wiki/Victor_Hugo
