Year,Date,Country,Sex,Age,Fatal_Y/N,Activity,Type,Injury
1957,09-Jul-57,Australia,M,36,N,Diving for trochus,Unprovoked,Right hand and arm bitten
1957,21-Jun-57,Cuba,Unknown,,N,M.V. Tropical sank. Sole survivor rode oil drums for 8 days without food or water.,Invalid,"No injury, no attack, sharks in vicinity when the sea was calm"
1957,11-May-57,Australia,M,28,N,Competing in spearfishing championship & towing dead fish,Unprovoked,Thigh bitten & few lacerations on abdomen & buttock
1957,Reported 07-May-1957,Solomon Islands,M,,N,Fishing,Unprovoked,Legs nipped & he bit shark's snout
1957,May-57,Usa,M,,N,3 men & 2 boys picked up wearing life jackets and with inner tube,Unprovoked,Leg lacerated
1957,28-Apr-57,Usa,M,25,Y,Swimming,Unprovoked,"FATAL, seen with arm in mouth of shark. Body not recovered.  "
1957,23-Apr-57,Australia,M,15,N,Surfing,Unprovoked,Minor injuries
1957,22-Apr-57,Usa,M,17,N,Standing,Provoked,Ankle injured by shark trapped in pool as it tried to get out PROVOKED INCIDENT  
1957,13-Apr-57,Australia,M,22,N,Swimming between  anchored  pearling luggers,Unprovoked,"Left arm bitten, surgically amputated"
1957,07-Apr-57,Papua New Guinea,M,17,N,Diving from canoe,Unprovoked,Injured while Sonieva was transferred to another canoe
1957,07-Apr-57,Solomon Islands,M,15,N,Diving from canoe,Unprovoked,Leg severed
1957,24-Feb-57,Fiji,M,,N,Spearfishing,Unprovoked,Right arm & forearm injured
1957,05-Feb-57,Usa,M,,N,Floating,Unprovoked,Foot bitten
1957,02-Feb-57,Australia,M,,Unknown,,Unprovoked,Man landed at Cape Lev\EAque lighthouse in critical condition after being bitten by a shark. Not known if he survived.
1957,Feb-57,Usa,M,,N,Skindiving for specimens,Unprovoked,Minor injuries
1957,05-Jan-57,South Africa,M,12,Y,Wading,Unprovoked,FATAL
1957,1957,Sri Lanka,M,,Y,Fishing,Invalid,"FATAL, but shark involvement not confirmed"
1957,1957,Usa,Unknown,,N,Bathing,Unprovoked,Injured by shark
1957,1957,Cuba,Unknown,2 to 3 months,Y,,Invalid,"FATAL, but was it an accident or infanticide?"
1957,1957,Cuba,Unknown,,N,Fishing,Boat,"No injury to occupant, shark stuck boat"
1957,1957,Cuba,M,18,Y,Fishing for sharks,Unprovoked,"FATAL, became entangled in fishing line and pulled below the surface "
1957,1957,Usa,M,,N,Helmet diving in Miami Seaquarium,Unprovoked,"Shark struck helmet, no injury"
1957,1957,Fiji,M,30,N,Fishing,Unprovoked,Right foot lacerated
1957,1957,Iran,M,,N,,Unprovoked,Survived
1957,1957,Papua New Guinea,M,,Y,Fishing,Unprovoked,"FATAL, multiple injuries "
1957,1957,Iran,M,,N,,Unprovoked,Survived
1957,1957,Papua New Guinea,M,,Y,Dynamiting fish,Unprovoked,FATAL
1956,26-Dec-56,Papua New Guinea,M,19,Y,Spearfishing,Unprovoked,"FATAL, left leg severed at hip, left torso removed "
1956,24-Dec-56,Papua New Guinea,M,16,Y,Spearfishing,Unprovoked,"FATAL, left arm, shoulder & chest bitten "
1956,Reported 15-Dec-1956,Gabon,M,,Y,Swimming,Unprovoked,FATAL
1956,09-Dec-56,New Zealand,M,70,N,Fishing,Provoked,Bitten in cockpit of boat by shark caught 30 minutes earlier PROVOKED INCIDENT
1956,27-Oct-56,South Africa,M,29,N,Free diving for sinkers,Unprovoked,Right heel lacerated & swim fin removed by shark
1956,20-Oct-56,Papua New Guinea,M,,N,"Spearfishing, holding 5' speared fish",Unprovoked,"Left forearm & hand bitten, surgically amputated "
1956,07-Oct-56,Senegal,M,19,N,"Skindiving, fish at belt",Unprovoked,Right thigh bitten
1956,Oct-56,Papua New Guinea,M,,Y,Fishing,Unprovoked,FATAL
1956,23-Sep-56,Usa,M,27,N,Surf fishing,Unprovoked,Posterior left ankle bitten
1956,13-Sep-56,Unknown,M,,Y,Climbing back on ship,Unprovoked,FATAL
1956,Sep-56,Mayotte,M,,Y,Fishing,Unprovoked,FATAL
1956,Sep-56,Italy,M,,N,Scuba diving,Unprovoked,Survived
1956,25-Aug-56,Papua New Guinea,M,34,Y,Fishing ,Unprovoked,"FATAL, tissue removed from abdomen & thigh  "
1956,20-Aug-56,Papua New Guinea,M,,N,Fishing,Unprovoked,"Leg bitten, but survived"
1956,Reported 15-Aug-1956,Usa,M,13,Y,Skin diving,Unprovoked,FATAL
1956,15-Aug-56,Australia,M,,N,Diving,Provoked,Laceration to arm when his dive buddy grabbed the shark PROVOKED INCIDENT
1956,15-Aug-56,Usa,M,10,N,Swimming near pier,Unprovoked,"Lacerated thigh, hand & shoulder"
1956,01-Aug-56,South Africa,M,23,N,Free diving for crayfish,Unprovoked,"No injury, right swim fin bitten"
1956,Aug-56,United Kingdom,M,,Y,Attempting to kill a shark with explosives,Provoked,"FATAL, PROVOKED INCIDENT"
1956,Aug-56,United Kingdom,M,,Y,Attempting to kill a shark with explosives,Provoked,"FATAL, PROVOKED INCIDENT"
1956,Aug-56,Malta,Unknown,,N,Fishing,Boat,"No injury to occupants, but Emmanuel ""later died of shock in hospital"""
1956,Aug-56,Papua New Guinea,M,,N,Fishing,Unprovoked,"Leg severed, but survived"
1956,Aug-56,Papua New Guinea,M,,N,Fishing,Unprovoked,Leg & foot lacerated
1956,28-Jul-56,Usa,M,13,Y,Floating in inner tube,Provoked,FATAL. His brother speared a shark which then attacked Jose & severed his leg at knee. PROVOKED INCIDENT  
1956,26-Jul-56,Usa,M,38,N,Fishing,Provoked,Finger bitten by hooked shark PROVOKED INCIDENT
1956,20-Jul-56,Malta,M,40,Y,Swimming,Unprovoked,FATAL
1956,17-Jul-56,Usa,F,38,N,Wading,Unprovoked,Lacerations to legs
1956,12-Jul-56,Usa,M,7,N,Swimming,Unprovoked,Arm & leg injured
1956,28-Jun-56,Australia,M,,N,"Line fishing from Lakotoi, saw shoal of fish, dived overboard, had speared second fish & surfaced for air",Unprovoked,"6"" gashes in foot & leg "
1956, 22-Jun-1956,Portugal,M,23,Y,Longling fishing,Boating,"FATAL. Shark sank fishing boat, causing death by drowning"
1956,20-Jun-56,Mid Atlantic Ocean,Unknown,,Y,Air/Sea Disaster,Sea Disaster,FATAL x 6
1956,Reported 26-May-1956,South Africa,Unknown,,N,Fishing,Boating,"No injury, sharks bit propellers, etc"
1956,07-May-56,Cuba,M,30,Y,"Free diving, working on U/W scenes for motion picture",Unprovoked,FATAL
1956,May-56,Australia,Unknown,,N,Diving,Unprovoked,"""Badly bitten by shark"""
1956,25-Mar-56,Italy,Unknown,,Unknown,Boating,Boating,No details
1956,11-Mar-56,Australia,M,13,N,Bathing,Unprovoked,"Right thigh gashed, swim fin torn"
1956,04-Mar-56,Australia,M,26,Y,"Swimming, attacked at  surf carnival",Unprovoked,FATAL
1956,Mar-56,Australia,M,21,N,Attempting to set underwater endurance record,Unprovoked,"No injury to diver, but shark bit hole in his wetsuit"
1956,26-Feb-56,Australia,M,15,Y,Diving into water,Unprovoked,"FATAL, large amount of tissue removed from leg, artery severed  "
1956,Reported 10-Feb-1956,Australia,M,8,N,Swimming,Unprovoked,Punctures to calves
1956,Reported 16-Jan-1956,Australia,M,18,N,Diving for trochus,Unprovoked,Lacerations to thighs
1956,16-Jan-56,Costa Rica,M,33,Y,Swimming,Unprovoked,"FATAL, leg severed "
1956,05-Jan-56,Australia,M,25,N,Surf skiing,Unprovoked,"No injury, shark bumped his 17' ski"
1956,1956,Papua New Guinea,M,,N,Diving,Unprovoked,Lower leg & foot lacerated
1956,1956,Unknown,M,,Y,Shipwreck,Sea Disaster,FATAL
1956,1956,Greece,F,15,Y,Swimming off yacht,Unprovoked,FATAL
1956,1956,Usa,M,,N,Removing shark from net ,Provoked,Punctures on shin & calf PROVOKED INCIDENT
1956,1956,Usa,F,14,Unknown,Swimming,Unprovoked,No details
1956,1956,Papua New Guinea,Unknown,,N,,Unprovoked,"Non-fatal, treated at Misima Hospital"
1956,1956,Papua New Guinea,M,,N,,Unprovoked,Right calf bitten
1956,1956,Papua New Guinea,M,,Y,,Unprovoked,"FATAL, head & neck bitten  "
1955,Reported 31-Dec-1955,Australia,Unknown,,N,Ocean racing,Boating,"No injury to occupants, shark gouged hull"
1955,11-Dec-55,Usa,Unknown,,N,Fishing for pompano,Boating,"No injury to occupants, shark released from net holed boat"
1955,16-Nov-55,Papua New Guinea,M,8,N,Swimming,Unprovoked,Right thigh bitten
1955,Nov-55,Papua New Guinea,M,,N,Spearfishing,Unprovoked,Right arm severely bitten
1955,16-Oct-55,Australia,M,28,N,Spearfishing & lassoed shark,Provoked,Lassoed shark bit his hand PROVOKED INCIDENT
1955,23-Sep-55,North Pacific Ocean,M,,Y,"""Flying Tiger"" transport plane went down with 5 men onboard",Sea Disaster,FATAL
1955,23-Sep-55,North Pacific Ocean,M,,N,"""Flying Tiger"" transport plane went down with 5 men onboard",Sea Disaster,Bitten several times before being rescued after 43 hours in the sea by the freighter Stell Advocate
1955,20-Sep-55,Usa,M,,N,Hunting turtle,Unprovoked,Arm bitten
1955,04-Sep-55,Usa,M,16,N,Swimming near breakwater,Unprovoked,Dorsum of right foot lacerated
1955,03-Sep-55,Usa,M,,N,,Unprovoked,Minor injury
1955,30-Aug-55,Japan,M,,Y,Fishing,Unprovoked,FATAL
1955,30-Aug-55,Usa,M,25,N,Surfing,Provoked,"Surfer grabbed shark, which turned & bit him and 2 lifeguards PROVOKED INCIDENT"
1955,26-Aug-55,Croatia,F,32,Y,Swimming,Unprovoked,FATAL
1955,08-Aug-55,American Samoa,M,28,Y,Swimming,Unprovoked,"FATAL, abdomen bitten  "
1955,Reported 04-Aug-1955,Usa,M,,N,Fishing,Provoked,Finger bitten by hooked shark PROVOKED INCIDENT
1955,Aug-55,North Atlantic Ocean ,M,15,N,Treading water,Unprovoked,No injury
1955,Aug-55,Australia,Unknown,,N,Fishing,Boating,Whelan's head was injured when he fell to the deck as shark rammed boat
1955,25-Jul-55,Japan,M,22,Y,,Unprovoked,FATAL
1955,23-Jun-55,Usa,M,13,N,Wading,Unprovoked,Bites on legs & thighs
1955,15-Jul-55,Montenegro,M,,Y,Swimming,Unprovoked,FATAL
1955,07-Jul-55,Yemen,F,,Y,Swimming,Unprovoked,"FATAL, back lacerated, arm & leg severed  "
1955,08-May-55,Usa,M,28,N,Spearfishing,Provoked,Diver hit shark & right forearm slightly injured PROVOKED INCIDENT
1955,May-55,Papua New Guinea,M,,N,Spearfishing,Unprovoked,"Right forearm severely lacerated, left arm & hand lacerated"
1955,Reported 13-Apr-1955,Papua New Guinea,M,,N,Spearfishing or fishing,Unprovoked,Left shoulder bitten
1955,12-Apr-55,Papua New Guinea,M,,N,Spearfishing,Unprovoked,No injury. Shark took string of fish then struck canoe
1955,Apr-55,Usa,M,,N,"Fishing from boat, Kaimamla",Unprovoked,Hand bitten
1955,09-Mar-55,Australia,M,22,Y,Body surfing,Unprovoked,FATAL
1955,Mar-55,Papua New Guinea,M,,N,Swimming with speared fish,Unprovoked,Left leg bitten
1955,Mar-55,Australia,M,25,N,"Competing in U/W endurance record, standing beside drum in 10' of water",Provoked,Leg of wetsuit torn after spear fired at shark  PROVOKED INCIDENT
1955,10-Feb-55,Usa,M,,N,Scuba diving,Unprovoked,"No injury, shark bumped diver's face"
1955,06-Feb-55,Usa,M,19,N,Spearfishing,Unprovoked,"Swimfin & 2 wool socks removed by shark, suit torn"
1955,05-Feb-55,Australia,M,25,Y,Swimming,Unprovoked,"FATAL, legs bitten "
1955,04-Feb-55,India,M,25,N,Fishing,Unprovoked,Leg bitten
1955,01-Feb-55,Australia,Unknown,,N,Rowing,Boating,"No injury to occupants; shark grabbed oar, vaulted over scull"
1955,Feb-55,Australia,Unknown,,N,Rowing toward snapper grounds,Boating,"No injury to occupants, 6 sharks charged boat"
1955,17-Jan-55,Australia,M,13,Y,Hunting lobsters in 2.4 m of water,Unprovoked,"FATAL, anterior left leg & right calf bitten, no tissue lost  "
1955,15-Jan-55,South Africa,M,,Y,Crossing the bay at the ford,Unprovoked,"FATAL, leg bitten "
1955,1955,Usa,Unknown,,Unknown,,Unprovoked,No details
1955,1955,Cuba,M,,N,Fishing,Provoked,Forearm slashed wrist to elbow by hooked shark he was trying to club to death  PROVOKED INCIDENT
1955,1955,Madagascar,M,16,Y,Standing in knee-deep water,Unprovoked,FATAL
1955,1955,Usa,M,,N,Swimming,Invalid,Right leg bitten
1955,Ca. 1955 ,Columbia,M,12,N,Spearfishing,Unprovoked,Swim fin & foot bitten
1955,1955,Papua New Guinea,M,,N,,Unprovoked,Back bitten
1954,29-Dec-54,American Samoa,M,27,Y,Dived overboard & was swimming near stern of trawler,Unprovoked,FATAL
1954,11-Dec-54,Australia,M,23,Y,Swimming,Unprovoked,FATAL
1954,09-Dec-54,Papua New Guinea,M,,Y,Swimming near canoe,Unprovoked,"FATAL, abdomen & thigh bitten"
1954,04-Dec-54,South Africa,M,16,N,Swimming,Unprovoked,Shallow lacerations on torso
1954,20-Nov-54,Usa,M,,N,Spearfishing,Unprovoked,Shoulder bitten
1954,07-Oct-54,Usa,M,,Y,"American freighter Mormackite, bound from Buenos Aires for Baltimore, capsized & sank in heavy seas",Sea Disaster,Rescue aircraft saw bodies in the water being bitten by sharks. One survivor saw a shark take off a man\92s leg & another reported that the second cook was killed by a shark
1954,06-Oct-54,United Kingdom,M,62,N,Fishing  (trawling),Provoked,Arm broken by tail of netted shark PROVOKED INCIDENT
1954,02-Oct-54,Croatia,Unknown,,Unknown,Boating,Boating,No details
1954,02-Oct-54,Japan,M,13,Y,,Invalid,Body found in gut of shark
1954,21-Sep-54,Usa,M,35,N,Swimming,Unprovoked,Minor bruises & abrasions on leg
1954,15-Sep-54,Hong Kong,M,20,Y,Swimming,Unprovoked,"FATAL, leg severely bitten"
1954,04-Sep-54,Australia,M,35,Y,"Spearfishing, hunting crayfish",Unprovoked,"FATAL, after being bitten by shark, he was picked up by 85' trochus vessel Toorah that wrecked. His wounds reopened & he died "
1954,19955,Italy,M,27,N,Spearfishing,Unprovoked,Abdomen injured
1954,12-Aug-54,Cuba,M,,N,Spearfishing,Provoked,Knee bitten by shark that his dive buddy had shot  PROVOKED INCIDENT
1954,12-Aug-54,Cuba,M,,N,Spearfishing,Provoked,Right thigh & left calf injured by speared shark  PROVOKED INCIDENT
1954,30-Jul-54,Ecuador,M,34,N,"Tuna fishing, standing on stern platform that was submerged by waves",Unprovoked,4 lacerations on dorsum of right foot 
1954,28-Jul-54,Singapore,M,28,Y,Closed circuit diving (submerged). Diving to recover jettisoned packets of opium for police,Unprovoked,"FATAL, abdomen, buttock, right thigh & hands bitten "
1954,27-Jul-54,Italy,M,,Unknown,Fishing trawler Flavio Gioia ,Boating,No injury to occupants. Shark tore nets & trawl and struck boat repeatedly
1954,15-Jul-54,The Balkans,M,,Y,Swimming,Unprovoked,FATAL
1954,Reported 04-Jul-1954,Usa,Unknown,,N,,Unprovoked,Small wound on upper thigh
1954,03-Jul-54,Bermuda,M,22,N,Swimming,Unprovoked,"Left thigh bitten, chest lacerated  & defense wounds on foot, fingers and hands"
1954,Reported 02-Jul-1954,Greece,M,,Y,Swimming,Unprovoked,FATAL
1954,Reported 01-Jul-1954,Croatia,Unknown,,Unknown,,Invalid,Human remains found in shark
1954,29-Jun-54,Usa,M,35,N,Grabbed shark & threw it on deck,Provoked,Right elbow & forearm lacerated  PROVOKED INCIDENT
1954,27-Jun-54,Australia,M,30,N,Pearl diving from lugger Whyalla,Unprovoked,"Shark bit right arm & shoulder, then Aken says, he ""knocked out"" the shark"
1954,Jun-54,Hong Kong,M,,Y,Bathing alongside ship,Unprovoked,"FATAL, thigh bitten "
1954,Reported 26-May-1954,Papua New Guinea,M,,Y,"Fishing / cleaning fish, dived into water to retrieve a lost fish",Unprovoked,"FATAL, decapitated "
1954,May-54,Papua New Guinea,Unknown,,N,,Unprovoked,Foot severed
1954,08-Apr-54,Usa,M,,Y,Fishing from shore,Invalid,"Body recovered, mutilated by shark/s"
1954,Apr-54,Sudan,M,,N,Spearfishing,Provoked,"Speared small shark, shark bit his thigh and/or buttock PROVOKED INCIDENT"
1954,27-Feb-54,Australia,M,23,Y,Swimming,Unprovoked,"FATAL, right thigh bitten "
1954,30-Jan-54,Australia,M,,N,Swimming,Unprovoked,Abrasions to arm
1954,22-Jan-54,Australia,M,30,N,Spearfishing,Unprovoked,Severe laceration to arm
1954,22-Jan-54,Argentina,M,18,N,Floating,Unprovoked,"Arm & left calf bitten, right leg lacerated"
1954,15-Jan-54,Papua New Guinea,M,26,N,Crouching in the water,Unprovoked,Back & thighs lacerated
1954,1954,Iran,M,,Y,,Unprovoked,FATAL
1954,1954,Martinique,M,,N,,Unprovoked,"Chest bruised, after shark clamped its jaws on his chest "
1954,1954,Mexico,M,,Y,Free diving,Unprovoked,FATAL
1954,1954,Usa,M,,N,Fishing,Unprovoked,Bitten on foot
1954,1954,Papua New Guinea,M,12,N,Swimming,Unprovoked,Leg & abdomen lacerated
1954,1954 (same day as  1954.00.00.f),Iran,F,,Y,,Unprovoked,FATAL
1954,1954 (same day as  1954.00.00.f),Iran,M,,N,,Unprovoked,Survived
1953,30-Dec-53,South Africa,F,,N,Swimming,Unprovoked,Left calf lacerated
1953,22-Dec-53,South Africa,M,23,N,Swimming,Unprovoked,Lacerations to arm
1953,13-Dec-53,Australia,M,16,N,Swimming or wading out  to warn bathers that a shark had been seen,Unprovoked,Bruised shoulder chest & foot
1953,Dec-53,Australia,M,,N,Surf skiing,Unprovoked,"No Injury, shark charged surfski"
1953,Oct-53,Australia,M,,N,,Provoked,"Hit by tail of speared shark, fell & hit head on rock & out cold for 30 minutes  PROVOKED INCIDENT"
1953,27-Sep-53,Philippines,M,23,Y,,Unprovoked,FATAL
1953,Reported 20-Sep-1953,Usa,M,,N,Scuba diving,Unprovoked,No injury
1953,18-Sep-53,Usa,M,,N,Aircaft exploded,Sea Disaster,Hand bitten
1953,Reported 03-Sep-1953,Usa,M,15,N,Surf fishing,Unprovoked,Laceration to right lower leg
1953,02-Sep-53,Usa,M,,N,Crabbing,Unprovoked,Leg & foot bitten
1953,Aug-53,Mexico,M,19,N,Free diving,Invalid,No injury
1953,31-Jul-53,Mexico,F,18,Y,Wading,Unprovoked,FATAL
1953,26-Jul-53,Usa,M,15,Y,Spearfishing,Unprovoked,"FATAL, thigh bitten"
1953,16-Jul-53,Usa,M,,N,Fishing from market fishboat Sea Spray,Provoked,Arm bitten by hooked shark PROVOKED INCIDENT
1953,15-Jul-53,Usa,F,26,N,Standing,Unprovoked,Lower left leg severely bitten
1953,11-Jul-53,Pacific Ocean,Unknown,,N,Royal Hawaiian skymaster DC-6B aircraft went down with  58 passenger & crew,Sea Disaster,Recuers fought sharks for the bodies
1953,09-Jul-53,Canada,M,,N,Fishing for lobsters,Boating,Burns drowned as result of attack on boat
1953,04-Jul-53,Usa,M,,N,Accidentally dragged overboard from the sampan Holokahana into school of yellowfin tuna,Unprovoked,"Shark made 3 passes at him, lacerating his calf, shin and ankle "
1953,01-Jul-53,Panama,M,19,N,Retrieving bait box that had fallen overboard,Unprovoked,Hand severely bitten
1953,Jun-53,Australia,M,,N,Landing hooked shark in boat,Provoked,Right forearm & hand bitten PROVOKED INCIDENT
1953,07-Apr-53,Australia,Unknown,,N,,Boating,"No injury to occupant. As engine started, shark hit boat, breaking one of boat\92s ribs in 3 places & stoving in 2 planks"
1953,04-Apr-53,Usa,F,19,N,Swimming,Unprovoked,Lacerations to right foot
1953,Apr-53,Iran,M,,N,,Unprovoked,Arm severed
1953,Apr-53,Iran,M,,N,Swimming in midriver near sewage outlet & 400 m from a slaughterhouse,Unprovoked,Right forearm severed at the elbow
1953,Mar-53,Australia,M,23,N,Spearfishing,Unprovoked,Arm lacerated
1953,Reported 19-Mar-1953,Australia,M,,N,Spearfishing,Unprovoked,Abrasion
1953,Mar-53,Indian Ocean,Unknown,,Y,Adrift on a 4'  raft for 32 days,Sea Disaster,Sharks attacked raft & consumed the body of Ericsson after he died
1953,Mar-53,Papua New Guinea,M,,Y,Went over side of boat at trochus ground,Unprovoked,"FATAL, arm & leg severed & shark smashed at his body with its tail  "
1953,18-Feb-53,Usa,M,,N,Bitten while cutting shark from net,Provoked,Hand bitten  PROVOKED INCIDENT  
1953,15-Feb-53,Australia,M,25,N,Spearfishing,Unprovoked,"Shark tore off face mask, diver\92s face, nose & chin lacerated"
1953,Feb-53,Australia,M,,N,Spearfishing,Unprovoked,Foot bitten
1953,20-Jan-53,Australia,M,61,N,Fishing,Provoked,Finger bitten by hooked shark PROVOKED INCIDENT
1953,08-Jan-53,Australia,Unknown,MAKE LINE GREEN,N,Fishing,Boating,"No injury to occupant, shark charged boat"
1953,1953,Australia,M,,N,Spearfishing,Unprovoked,Kneecap bitten
1953,1953,Papua New Guinea,M,,Y,Washing,Unprovoked,"FATAL, torso bitten"
1953,1953,Usa,F,,N,Standing,Unprovoked,Leg lacerated thigh to ankle
1952,24-Dec-52,Australia,M,,N,Lying prone on surfboard,Unprovoked,"No injury, board bumped by shark"
1952,21-Dec-52,Australia,M,25,N,"Fishing, setting nets",Unprovoked,Bitten on thigh and buttocks
1952,14-Dec-62,Guatemala,F,,Y,Air Disaster,Invalid,It is probable that all onboard (2 men & 2 women) died when the plane crashed into the sea & her body was scavenged by a shark
1952,04-Aug-52,Italy,M,17,N,Fishing,Provoked,Bitten by hooked shark                      PROVOKED INCIDENT
1952,03-Aug-52,Usa,M,,Y,Swimming,Unprovoked,"FATAL, disappeared while swimming, shark bite found on right side of body"
1952,07-Dec-52,Usa,M,17,Y,Body surfing & treading water,Unprovoked,"FATAL, leg lacerated  "
1952,03-Dec-52,Usa,M,40,Y,Swimming from fishing boat setting nets,Unprovoked,"FATAL, left arm severed below the elbow "
1952,12-Oct-52,Papua New Guinea,M,,N,Fishing,Unprovoked,Right thigh bitten 
1952,06-Aug-52,South Africa,M,18,Y,,Invalid,"Possibly drowned, remains found days later in shark\92s gut"
1952,05-Aug-52,Italy,Unknown,19,Y,Fishing,Provoked,Multiple injuries PROVOKED INCIDENT
1952,27-Jul-52,Usa,Unknown,,N,Fishing for trout ,Boating,No injury to occupants. Shark chasing fish leapt into skiff & flopped out
1952,27-Jul-52,Usa,M,43,N,Fishing,Provoked,Finger bitten by hooked shark PROVOKED INCIDENT
1952,27-Jul-52,Usa,M,34,N,Fishing,Provoked,Thumb bitten by hooked shark PROVOKED INCIDENT
1952,27-Jul-52,Usa,M,,Y,Boat exploded,Sea Disaster,FATAL & some of the survivors were bitten by sharks  
1952,13-Jul-52,Usa,M,34,N,Fishing,Provoked,Part of hand removed by shark he had caught PROVOKED INCIDENT
1952,05-Jul-52,Usa,M,,N,"Spearfishing, carrying fish on spear",Unprovoked,Leg lacerated & bone fractured 
1952,27-May-52,Usa,M,,N,Swimming on surface,Unprovoked,Foot & swimfin bitten
1952,Reported 07-May-1952,Australia,M,,N,"Fishing, standing in water washing fish",Unprovoked,Lacerations to 2 fingers & knuckles abraded
1952,May-52,India,M,,N,"Fishing, standing in water next to purse net",Unprovoked,Lower leg lacerated
1952,06-Apr-52,Australia,Unknown,,N,Fishing for white sharks,Boating,No injury to fisherman Alf Dean & other occupants;
1952,Apr-52,Sudan,M,,N,Spearfishing,Provoked,Right forearm lacerated by speared shark PROVOKED INCIDENT
1952,30-Mar-52,Netherlands Antilles,M,,N,Went to aid of child being menaced by the shark,Unprovoked,"Buttock bitten, tissue removed"
1952,23-Jan-52,Mauritius,M,,N,"Spearfishing, speared a small shark",Provoked,Right foot lacerated by a larger shark. Lost several toes  PROVOKED INCIDENT
1952,07-Jan-52,Australia,M,,N,Surfing,Unprovoked,Bitten on left calf and ankle
1952,1952-1954,Liberia,M,,Y,"Diving, recovering fish killed by dynamite",Unprovoked,FATAL
1952,1952,Papua New Guinea,M,,N,Spearfishing,Unprovoked,"Arm bitten, surgically amputated"
1952,1952,Papua New Guinea,M,,Y,Spearfishing,Unprovoked,"FATAL,  ""No remains"""
1952,1952,Papua New Guinea,M,27,Y,Spearfishing,Unprovoked,"FATAL, lower abdomen removed "
1952,1952,Usa,M,,Y,Swimming,Unprovoked,"FATAL, groin bitten "
1951,21-Dec-51,Mozambique,M,15,Y,Swimming,Unprovoked,"FATAL, right leg, thighs & hands bitten  "
1951,16-Dec-51,Australia,M,18,N,Spearfishing,Provoked,Speared shark lacerated left leg above ankle  PROVOKED INCIDENT
1951,06-Dec-51,Australia,M,21,Y,Treading water,Unprovoked,FATAL
1951,29-Nov-51,South Africa,M,23,N,Swimming,Unprovoked,Thigh bruised & abraded
1951,28-Nov-51,Jamaica,M,81,N,Fishing,Unprovoked,Lacerations to left hand
1951,28-Nov-51,South Africa,M,24,N,Treading water,Unprovoked,"Leg severed below knee, defense wounds on hand"
1951,Reported 23-Nov-1951,Philippines,M,,Y,Shipwrecked; adrift on raft for 2 days & 2 nights,Unprovoked,"FATAL, two men survived, one succumbed to shark bite & exhaustion"
1951,22-Oct-51,Australia,M,42,Y,Swimming,Unprovoked,"FATAL, leg severed, shark dragged him through hole in protective net"
1951,05-Oct-51,North Atlantic Ocean,Unknown,,N,cargo ship Southern Isle sank at 04h00,Invalid,Sharks fed on bodies of the drowned
1951,29-Sep-51,Italy,F,21,Y,Swimming,Unprovoked,FATAL
1951,Reported 03-Sep-1951,Italy,M,,N,Fishing for squid,Unprovoked,3 fingers severed when he used his hand as bait
1951,Reported 02-Sep-1951,Australia,M,56,Y,"Body found on deserted luxury yacht, 38\92 Christine",Unprovoked,"FATAL, abdominal wounds & right leg severed at the hip  "
1951,17-Aug-51,Greece,M,18,N,Swimming,Unprovoked,Injured but survived
1951,17-Aug-51,Greece,F,16,Y,Swimming,Unprovoked,"FATAL, body not recovered Another man was also injured by the shark at same time (see below)"
1951,Reported 16-Aug-1951,Italy,M,,N,Diving (Hookah),Unprovoked,No injury
1951,Between 01-Aug-1951 & 08-Aug-1951,Columbia,Unknown,,Y,Bathing,Unprovoked,FATAL
1951,Reported 19-Jul-1951,Usa,M,13,N,,Unprovoked,Severe laceration to foot
1951,11-Jul-51,Pacific Ocean,M,40,N,Fell overboard,Unprovoked,"""Molested by shark that nibbled his bare feet"",  rescued 30 hours later."
1951,25-Jun-51,Usa,M,,Y,Swept out to sea while fishing,Unprovoked,"FATAL, victim seen in shark's mouth"
1951,Jun-51,French Polynesia,M,39,N,Spearfishing,Unprovoked,Right thumb bitten
1951,22-May-51,Mexico,M,16,N,Free diving,Unprovoked,Lower leg severely injured
1951,Reported 09-May-1951,Italy,Unknown,,N,,Provoked,3 men knocked to ground by harpooned shark PROVOKED INCIDENT
1951,26-Mar-51,Australia,M,23,N,Fell off surf ski,Provoked,Minor laceration to chest when he grabbed the shark by its tail PROVOKED INCIDENT
1951,24-Mar-51,Australia,M,"""young""",N,"Fishing, casting in the surf",Unprovoked,Severe lacerations of chest & thigh
1951,15-Mar-51,South Africa,M,19,N,Body surfing,Unprovoked,Left foot lacerated
1951,19-Feb-51,South Africa,M,31,N,Body surfing,Unprovoked,"Leg bitten, defense wounds on hands"
1951,03-Feb-51,Australia,M,20,N,Spearfishing (but treading water on the surface),Unprovoked,Shark's fin caused abrasion on his chest
1951,01-Feb-51,Australia,M,14,N,Swimming,Unprovoked,Leg bitten
1951,21-Jan-51,South Africa,M,19,Y,Swimming,Unprovoked,"FATAL, right thigh bitten, leg severed at knee"
1951,03-Jan-51,Australia,M,,Y,,Invalid,Body found after a week in the water apparently bitten by shark/s
1951,1951,New Guinea,Unknown,,Y,,Unprovoked,FATAL
1950,31-Dec-50,Australia,M,19,N,Paddling a surfboat,Unprovoked,"No injury, shark bit oar"
1950,Reported 19-Dec-1950,Australia,Unknown,,N,Swimming,Unprovoked,Legs nipped
